gene_id,PM2601,PM2602,PM2603,PM2604
gene-PA2221,1001,496,366,444
gene-PA2222,635,294,254,309
gene-PA2223,1197,605,507,613
gene-PA2224,589,255,140,145
gene-PA2225,567,250,107,136
gene-PA2226,513,295,199,282
gene-PA2227,1015,652,431,594
gene-PA2228,1119,595,264,399
gene-PA2229,469,732,856,1162
gene-PA2230,1010,1140,974,1033
gene-PA2231,5363,5675,5761,6223
gene-PA2232,5092,5053,7140,7802
gene-PA2233,3708,4180,4804,5445
gene-PA2234,4061,4286,4635,5044
gene-PA2235,9722,9353,9942,10564
gene-PA2236,2040,2069,3452,4852
gene-PA2237,5652,5265,5001,5400
gene-PA2238,2071,2382,3622,4244
gene-PA2239,1544,1509,1909,2441
gene-PA2240,1755,1956,1869,2331
gene-PA2241,605,738,885,1300
gene-PA2242,3100,2567,2180,2509
gene-PA2243,456,516,665,1062
gene-PA2244,421,510,520,987
gene-PA2246,530,525,364,474
gene-PA2247,1195,1732,1303,1850
gene-PA2248,813,1044,1009,1194
gene-PA2249,520,528,701,867
gene-PA2250,717,918,1241,1567
gene-PA2251,678,602,467,623
gene-PA2252,6948,7176,6046,7558
gene-PA2253,1438,1286,1723,2424
gene-PA2254,536,791,585,740
gene-PA2255,165,201,322,490
gene-PA2256,637,600,498,804
gene-PA2257,89,106,100,189
gene-PA2258,790,907,660,904
gene-PA2259,1925,3059,3017,3694
gene-PA2260,372,525,698,878
gene-PA2261,286,307,549,800
gene-PA2262,790,694,611,886
gene-PA2263,301,371,530,771
gene-PA2264,3149,3427,5039,5447
gene-PA2265,7456,6827,11085,12366
gene-PA2266,3004,3006,5775,7029
gene-PA2267,705,894,1419,1935
gene-PA2268,306,312,580,951
gene-PA2269,367,501,553,838
gene-PA2270,519,684,991,1250
gene-PA2271,401,489,616,825
gene-PA2272,1403,1695,2076,2853
gene-PA2273,325,277,503,584
gene-PA2274,286,283,255,345
gene-PA2275,610,780,690,1048
gene-PA2276,590,672,556,793
gene-PA2277,376,383,472,593
gene-PA2278,696,840,853,1140
gene-PA2279,863,1040,1105,1331
gene-PA2280,1466,1672,1485,1791
gene-PA2281,2008,1905,1677,1980
gene-PA2282,699,670,576,595
gene-PA2283,1713,1810,1861,2404
gene-PA2284,698,853,774,997
gene-PA2285,1635,1906,1657,1850
gene-PA2286,1021,966,1143,1642
gene-PA2287,400,486,750,1073
gene-PA2288,469,446,621,730
gene-PA2289,4726,4921,4692,5659
gene-PA2290,14104,14474,16582,20470
gene-PA2291,3764,3811,3650,4054
gene-PA2292,153,124,99,175
gene-PA2293,113,121,157,269
gene-PA2294,467,508,543,822
gene-PA2295,215,195,216,459
gene-PA2296,766,994,569,983
gene-PA2297,327,350,308,412
gene-PA2298,1329,1566,1440,1723
gene-PA2299,570,798,613,925
gene-PA2300,718,984,661,1091
gene-PA2301,415,427,543,768
gene-PA2302,1129,1476,1609,2847
gene-PA2303,459,562,402,680
gene-PA2304,352,487,321,571
gene-PA2305,579,760,907,1460
gene-PA2306,671,665,485,628
gene-PA2307,427,513,293,560
gene-PA2308,299,469,315,606
gene-PA2309,481,793,428,759
gene-PA2310,552,927,297,583
gene-PA2311,118,149,120,210
gene-PA2312,378,460,251,502
gene-PA2312a,259,165,74,93
gene-PA2314,249,267,231,508
gene-PA2315,249,378,274,677
gene-PA2316,737,869,748,1205
gene-PA2317,1208,1565,1593,1957
gene-PA2318,786,800,1641,1618
gene-PA2319,1238,1310,1120,1514
gene-PA2320,478,588,771,1066
gene-PA2321,764,935,1312,1642
gene-PA2322,939,1033,1128,1439
gene-PA2323,3733,3612,4373,5234
gene-PA2324,319,430,426,637
gene-PA2325,211,331,325,596
gene-PA2326,753,903,519,862
gene-PA2327,461,594,458,819
gene-PA2328,505,681,675,1165
gene-PA2329,346,348,417,725
gene-PA2330,325,365,411,780
gene-PA2331,717,809,626,947
gene-PA2332,582,539,888,1397
gene-PA2333,611,821,917,1401
gene-PA2334,519,706,330,697
gene-PA2335,1154,1464,746,1478
gene-PA2336,579,822,584,996
gene-PA2337,1052,1266,763,1233
gene-PA2338,760,884,544,941
gene-PA2339,411,560,292,507
gene-PA2340,597,515,265,444
gene-PA2341,448,544,447,722
gene-PA2342,640,723,625,1058
gene-PA2343,109,157,201,433
gene-PA2344,220,195,523,721
gene-PA2345,562,655,679,1023
gene-PA2346,484,1001,599,1053
gene-PA2347,281,436,395,764
gene-PA2348,673,755,591,974
gene-PA2349,432,563,330,615
gene-PA2350,488,660,457,783
gene-PA2351,348,487,280,484
gene-PA2352,1786,1895,1663,1910
gene-PA2353,1445,1774,1515,1813
gene-PA2354,687,973,518,882
gene-PA2355,498,736,416,735
gene-PA2356,539,672,507,787
gene-PA2357,495,659,362,560
gene-PA2358,846,922,415,640
gene-PA2359,889,1238,700,958
gene-PA2360,328,507,428,773
gene-PA2361,1289,1718,1326,2405
gene-PA2362,249,351,291,458
gene-PA2363,353,414,441,693
gene-PA2364,443,427,269,457
gene-PA2365,412,522,408,516
gene-PA2366,616,746,682,1000
gene-PA2367,276,231,202,321
gene-PA2368,123,152,101,293
gene-PA2369,458,647,460,1046
gene-PA2370,157,209,212,537
gene-PA2371,1229,1430,1187,2109
gene-PA2373,1606,1935,1561,2167
gene-PA2374,240,452,310,485
gene-PA2375,165,184,180,366
gene-PA2376,797,885,537,925
gene-PA2377,767,973,687,945
gene-PA2378,4578,4864,6087,7072
gene-PA2379,1583,1773,2089,2338
gene-PA2380,719,633,547,694
gene-PA2381,1143,1229,2899,3627
gene-PA2382,1123,1331,1722,2058
gene-PA2383,476,558,607,992
gene-PA2384,596,505,400,661
gene-PA2385,6231,6172,3796,5319
gene-PA2386,24847,26850,10115,13965
gene-PA2387,1103,1329,736,1004
gene-PA2388,3618,4089,3463,4142
gene-PA2389,5897,6095,3536,4645
gene-PA2390,4559,4634,3199,4171
gene-PA2391,2017,2448,1887,3047
gene-PA2392,4655,5268,2122,2954
gene-PA2393,10183,9549,3872,5347
gene-PA2394,11575,12655,4774,7140
gene-PA2395,5969,6648,3394,4473
gene-PA2396,5618,5473,2693,3476
gene-PA2397,13107,12570,4591,6367
gene-PA2398,74749,72606,30710,44212
gene-PA2399,13602,13510,11124,14800
gene-PA2400,11824,11188,10199,13184
gene-PA2402,31539,30630,24886,33547
gene-PA2403,4692,4561,2715,3514
gene-PA2404,2762,2778,1902,2534
gene-PA2405,2141,2423,1910,2345
gene-PA2406,1130,1269,1040,1375
gene-PA2407,2368,2716,2626,4022
gene-PA2408,793,945,1160,1573
gene-PA2409,1849,2022,1596,2013
gene-PA2410,2576,2200,1858,2780
gene-PA2411,3135,3072,2623,3908
gene-PA2412,1257,1372,967,1421
gene-PA2413,4259,4751,2773,3766
gene-PA2414,842,1038,596,1075
gene-PA2415,430,479,354,458
gene-PA2416,585,651,728,1206
gene-PA2417,811,962,1090,1251
gene-PA2418,473,524,359,584
gene-PA2419,532,545,395,510
gene-PA2420,656,811,517,838
gene-PA2421,606,784,441,768
gene-PA2422,282,306,237,382
gene-PA2423,838,950,699,889
gene-PA2424,19724,21570,17971,26335
gene-PA2425,2917,3409,1233,1655
gene-PA2426,7281,6998,2122,2746
gene-PA2427,722,990,615,852
gene-PA2428,604,560,321,587
gene-PA2429,236,327,184,257
gene-PA2430,645,740,617,880
gene-PA2431,974,1144,1169,1918
gene-PA2432,1640,1854,1386,1818
gene-PA2433,744,868,628,839
gene-PA2434,518,559,512,582
gene-PA2435,971,1047,1315,1888
gene-PA2436,803,875,815,1074
gene-PA2437,475,484,599,939
gene-PA2438,1426,1398,1385,2156
gene-PA2439,1008,1139,1225,2152
gene-PA2440,1007,1045,833,1174
gene-PA2441,800,929,628,881
gene-PA2442,694,773,999,1277
gene-PA2443,1214,1402,2087,2529
gene-PA2444,1286,1451,2015,2647
gene-PA2445,7129,7435,14029,17744
gene-PA2446,1131,1648,1833,2580
gene-PA2447,348,557,496,735
gene-PA2448,879,1084,999,1719
gene-PA2449,2326,2376,2335,2983
gene-PA2450,2026,2280,1411,1966
gene-PA2453,2935,3001,3205,3514
gene-PA2454,3249,3244,2766,3230
gene-PA2455,1140,1226,1059,1410
gene-PA2457,1362,975,723,1040
gene-PA2458,961,1175,1142,1417
gene-PA2459,789,746,397,475
gene-PA2460,397,275,309,355
gene-PA2461,521,348,197,259
gene-PA2462,16924,16057,15740,19587
gene-PA2463,3406,3682,3907,5194
gene-PA2464,1095,1176,735,913
gene-PA2465,714,875,591,845
gene-PA2466,2349,2670,1594,2428
gene-PA2467,959,1043,951,1603
gene-PA2468,1451,1519,1131,1461
gene-PA2469,437,550,581,1041
gene-PA2470,512,664,570,942
gene-PA2471,386,485,416,652
gene-PA2472,246,364,338,636
gene-PA2473,169,281,322,505
gene-PA2474,702,940,485,753
gene-PA2475,755,987,910,1219
gene-PA2476,738,966,800,1066
gene-PA2477,315,451,515,883
gene-PA2478,562,539,621,1013
gene-PA2479,479,517,703,1031
gene-PA2480,562,777,1616,2193
gene-PA2481,2370,2626,4003,4625
gene-PA2482,2770,2803,4549,5593
gene-PA2483,2536,2489,5659,6222
gene-PA2484,815,722,779,1266
gene-PA2485,1208,1127,814,1020
gene-PA2486,1054,1087,1054,1280
gene-PA2487,529,665,664,748
gene-PA2488,366,484,536,823
gene-PA2489,449,547,766,1130
gene-PA2490,246,363,257,362
gene-PA2491,1686,1796,2311,2654
gene-PA2492,2445,3242,2801,3522
gene-PA2493,628,804,554,879
gene-PA2494,2100,2461,1391,2153
gene-PA2495,393,649,461,1023
gene-PA2496,469,695,452,707
gene-PA2497,358,281,415,667
gene-PA2498,146,164,152,345
gene-PA2499,114,153,164,324
gene-PA2500,1218,1798,2465,3468
gene-PA2501,1689,2076,2282,2942
gene-PA2502,1398,1622,1387,1906
gene-PA2503,1684,1848,1296,1637
gene-PA2504,946,1015,880,1203
gene-PA2505,849,772,497,891
gene-PA2506,237,261,84,192
gene-PA2507,256,226,259,551
gene-PA2508,264,298,207,332
gene-PA2509,437,480,437,743
gene-PA2510,487,626,597,851
gene-PA2511,761,918,658,1035
gene-PA2512,887,997,664,1112
gene-PA2513,413,503,288,413
gene-PA2514,360,523,425,676
gene-PA2515,186,283,252,452
gene-PA2516,354,542,461,863
gene-PA2517,299,352,224,327
gene-PA2518,541,630,385,658
gene-PA2519,575,858,572,852
gene-PA2520,1547,1930,1270,2178
gene-PA2521,463,743,557,953
gene-PA2522,261,403,375,842
gene-PA2523,318,341,535,727
gene-PA2524,886,1000,1383,1707
gene-PA2525,2565,2703,2703,3499
gene-PA2526,4459,5178,4237,5572
gene-PA2527,4079,4368,4089,5134
gene-PA2528,2358,2432,2009,2409
gene-PA2529,1782,1925,2290,2926
gene-PA2530,1226,1266,2101,2734
gene-PA2531,954,1071,1074,1415
gene-PA2532,3255,3368,4298,5187
gene-PA2533,1391,1574,1239,1753
gene-PA2534,601,875,791,1066
gene-PA2535,1446,1650,1399,1817
gene-PA2536,4564,3933,2384,2913
gene-PA2537,4573,3908,2408,2828
gene-PA2538,1733,1432,922,1429
gene-PA2539,1764,1470,1117,1376
gene-PA2540,10327,10551,5948,6937
gene-PA2541,2703,3054,2466,2834
gene-PA2542,2186,2487,2608,4022
gene-PA2543,1959,2298,1665,2224
gene-PA2544,991,1371,866,1496
gene-PA2545,4342,4460,3740,4177
gene-PA2546,888,978,739,954
gene-PA2547,1072,1274,868,1255
gene-PA2548,817,860,621,1031
gene-PA2549,1326,1223,1080,1372
gene-PA2550,1142,1505,1534,1740
gene-PA2551,2548,2793,2531,3105
gene-PA2552,774,956,770,1366
gene-PA2553,559,695,829,1319
gene-PA2554,355,414,389,572
gene-PA2555,995,1278,966,1488
gene-PA2556,897,996,819,1354
gene-PA2557,870,1124,819,1204
gene-PA2558,1226,1243,1191,1273
gene-PA2559,965,1026,1098,1288
gene-PA2559a,2097,1876,1248,1353
gene-PA2560,1257,1442,1240,1309
gene-PA2561,1274,1671,1786,2413
gene-PA2562,1217,1245,1347,1371
gene-PA2563,1542,1638,1429,1980
gene-PA2564,726,841,500,739
gene-PA2565,484,428,261,389
gene-PA2566,932,907,461,662
gene-PA2567,4242,4880,8497,9727
gene-PA2568,913,869,1103,1243
gene-PA2569,568,358,314,351
gene-PA2570,322,206,80,82
gene-PA2570.1,1520,1585,854,1283
gene-PA2571,1226,896,542,720
gene-PA2572,1150,1206,985,1288
gene-PA2573,993,1174,1143,1566
gene-PA2574,1222,1062,598,766
gene-PA2575,4982,5469,7410,9030
gene-PA2576,684,768,604,871
gene-PA2577,1133,1416,1282,1439
gene-PA2578,677,877,839,1027
gene-PA2579,2561,2890,2346,3050
gene-PA2580,731,506,322,366
gene-PA2581,5965,4517,2169,2305
gene-PA2581.1,457,310,240,239
gene-PA2582,2755,2251,2921,3274
gene-PA2583,3684,3246,2957,3504
gene-PA2583.1,183,251,111,169
gene-PA2584,1575,1724,1496,1825
gene-PA2585,4702,4633,4753,5501
gene-PA2586,5748,5579,5610,6163
gene-PA2587,823,1132,756,1054
gene-PA2588,953,999,597,843
gene-PA2589,709,778,466,823
gene-PA2590,1391,1925,1094,1978
gene-PA2591,707,340,188,241
gene-PA2592,1378,1068,760,898
gene-PA2593,359,562,282,459
gene-PA2594,932,1172,820,1084
gene-PA2595,986,1223,760,1083
gene-PA2596,651,778,646,1028
gene-PA2597,477,577,510,814
gene-PA2598,833,934,731,1257
gene-PA2599,992,1143,699,1056
gene-PA2600,975,1179,734,1104
gene-PA2601,832,940,633,976
gene-PA2602,595,632,435,625
gene-PA2603,1399,1498,1628,2130
gene-PA2603.1,274,112,41,87
gene-PA2604,5608,5662,7443,8606
gene-PA2605,437,574,838,1170
gene-PA2606,1877,2276,2205,2841
gene-PA2607,1603,1829,1912,2219
gene-PA2608,1621,1767,1752,2298
gene-PA2609,2811,2976,2952,3347
gene-PA2610,1582,1676,1860,2085
gene-PA2611,4028,4325,6460,7390
gene-PA2612,18188,18453,24503,27686
gene-PA2613,7347,6978,8046,9144
gene-PA2614,5234,4898,5762,6483
gene-PA2615,13231,14230,18735,20852
gene-PA2616,17902,16919,17853,21518
gene-PA2617,4734,4920,4285,5133
gene-PA2618,2165,2203,2121,2558
gene-PA2619,12544,12008,10791,10862
gene-PA2620,11997,11809,15969,18447
gene-PA2621,1774,1632,1477,1729
gene-PA2622,2144,1848,1970,2326
gene-PA2623,12749,13691,17740,19302
gene-PA2624,62576,62425,63687,72222
gene-PA2625,1731,1761,1992,2648
gene-PA2626,7921,8042,8872,9602
gene-PA2627,2026,2050,2910,3294
gene-PA2628,1849,1904,1740,2128
gene-PA2629,24073,24082,22883,24827
gene-PA2630,6857,7205,9046,9597
gene-PA2631,3497,3816,4693,5305
gene-PA2632,3351,3922,3843,4592
gene-PA2633,2437,2693,2695,3356
gene-PA2634,6626,6846,9979,10891
gene-PA2635,1010,1210,950,1498
gene-PA2636,352,455,366,541
gene-PA2637,2626,2413,2348,2603
gene-PA2638,9478,9726,12262,12643
gene-PA2639,33593,32744,41765,46212
gene-PA2640,8252,8322,11032,11837
gene-PA2641,13625,13257,20406,23094
gene-PA2642,31187,32379,49123,54919
gene-PA2643,13322,12180,15250,17526
gene-PA2644,7929,7323,9453,10414
gene-PA2645,3885,3751,4447,4923
gene-PA2646,5209,5200,5422,6023
gene-PA2647,17361,15425,19683,23829
gene-PA2648,16278,14434,16417,19552
gene-PA2649,14038,13655,15323,18157
gene-PA2650,816,971,703,1010
gene-PA2651,2369,2177,2206,2496
gene-PA2652,5213,5389,7864,8821
gene-PA2653,2807,3051,2801,3410
gene-PA2654,4039,4067,5382,6766
gene-PA2655,332,287,446,577
gene-PA2656,1196,1445,1482,1895
gene-PA2657,1105,1543,1894,2136
gene-PA2658,686,735,840,957
gene-PA2659,1763,1766,1735,1949
gene-PA2660,1722,2144,2551,3198
gene-PA2661,1982,2004,2490,3105
gene-PA2662,2196,2497,4053,5152
gene-PA2663,2147,2186,2817,3649
gene-PA2664,10458,9665,10632,14391
gene-PA2665,966,1011,1770,2700
gene-PA2666,3032,3262,2148,2641
gene-PA2667,8797,8998,9202,9877
gene-PA2669,809,823,552,829
gene-PA2670,982,818,437,678
gene-PA2671,982,1032,559,877
gene-PA2672,525,498,283,436
gene-PA2673,351,411,232,334
gene-PA2674,459,435,274,394
gene-PA2675,412,334,244,298
gene-PA2676,957,963,437,754
gene-PA2677,1352,1118,669,1031
gene-PA2678,984,541,322,441
gene-PA2679,596,715,700,908
gene-PA2680,452,644,509,934
gene-PA2681,314,462,401,730
gene-PA2682,1289,1585,1057,1546
gene-PA2683,1517,1761,1407,1835
gene-PA2684,6250,6582,3742,5715
gene-PA2685,10354,8678,3753,4644
gene-PA2686,4017,4040,3242,4076
gene-PA2687,2424,3157,2352,3328
gene-PA2688,24673,30389,13769,23065
gene-PA2689,1827,2301,1763,3922
gene-PA2690,1232,1312,981,1346
gene-PA2691,773,794,896,1341
gene-PA2692,1082,1208,1404,1520
gene-PA2693,714,741,833,953
gene-PA2694,315,406,391,585
gene-PA2695,1415,1817,1599,2142
gene-PA2696,743,849,447,717
gene-PA2697,258,292,162,216
gene-PA2698,656,619,394,607
gene-PA2699,969,1437,830,1361
gene-PA2700,607,828,649,1031
gene-PA2701,463,662,679,1203
gene-PA2702,2482,1993,893,1188
gene-PA2703,1259,1126,500,615
gene-PA2704,806,1145,1313,1720
gene-PA2705,1696,1793,2442,2578
gene-PA2706,1364,1404,2162,2265
gene-PA2707,3349,3881,5078,6086
gene-PA2708,826,1127,792,1106
gene-PA2709,4324,4991,5700,6675
gene-PA2710,1132,1205,1353,1986
gene-PA2711,1250,1147,919,1088
gene-PA2712,518,623,905,1236
gene-PA2713,543,487,656,959
gene-PA2714,1588,1932,1558,2119
gene-PA2715,253,281,237,381
gene-PA2716,428,586,587,1117
gene-PA2717,688,722,452,758
gene-PA2718,728,1031,699,1037
gene-PA2719,582,794,588,806
gene-PA2720,1054,1201,986,1168
gene-PA2721,476,567,347,536
gene-PA2722,496,523,295,491
gene-PA2723,895,829,495,869
gene-PA2724,396,381,404,654
gene-PA2725,2355,2068,2034,2691
gene-PA2726,1393,1574,1094,1476
gene-PA2729,1580,1580,1951,2586
gene-PA2730,4777,3676,3470,4117
gene-PA2732,14965,12683,14767,15728
gene-PA2733,5239,4864,5568,6251
gene-PA2734,8558,8802,11133,12677
gene-PA2735,18677,17483,22050,25454
gene-PA2736,2596,2403,1948,2278
gene-PA2736.1,499,296,288,330
gene-PA2737,5826,5828,6148,6998
gene-PA2738,7935,7241,8558,9215
gene-PA2739,16067,15636,22141,25409
gene-PA2740,11469,10777,13685,15589
gene-PA2741,82446,85583,98478,113307
gene-PA2742,75428,79957,91852,108609
gene-PA2743,52621,49180,63525,72744
gene-PA2744,47674,46089,56343,63571
gene-PA2744.1,1445,1368,2088,1863
gene-PA2745,972,758,1156,1571
gene-PA2746,568,511,486,591
gene-PA2746a,465,575,797,955
gene-PA2747,775,717,542,697
gene-PA2747a,263,258,248,354
gene-PA2748,901,1174,941,1040
gene-PA2749,1401,1237,1011,1163
gene-PA2750,456,413,579,929
gene-PA2750a,266,165,157,239
gene-PA2751,1274,1099,760,1099
gene-PA2752,446,452,296,387
gene-PA2753,915,1074,4284,4918
gene-PA2754,1596,1626,3727,3857
gene-PA2754a,565,726,952,1264
gene-PA2755,7109,5472,3890,4337
gene-PA2755a,777,806,1048,1171
gene-PA2756,1445,1173,1456,1522
gene-PA2757,1889,1367,2063,2076
gene-PA2758,816,1055,651,1019
gene-PA2759,386,584,410,521
gene-PA2760,16577,17081,14348,16990
gene-PA2761,1259,1276,789,988
gene-PA2762,804,739,453,556
gene-PA2763,355,242,184,222
gene-PA2763a,267,305,186,216
gene-PA2764,693,587,633,694
gene-PA2765,2511,2392,3077,3663
gene-PA2766,505,539,357,614
gene-PA2767,699,871,642,794
gene-PA2768,689,846,603,826
gene-PA2769,754,837,776,960
gene-PA2770,2519,2603,2855,3299
gene-PA2771,1092,1401,1161,1479
gene-PA2772,784,664,504,548
gene-PA2772a,280,383,324,446
gene-PA2773,1073,726,460,550
gene-PA2774,1030,1084,685,894
gene-PA2775,1698,1548,753,907
gene-PA2775.1,129,83,23,53
gene-PA2776,4414,4764,4807,5384
gene-PA2777,864,693,746,1107
gene-PA2778,544,686,596,1003
gene-PA2779,1487,1433,1205,1495
gene-PA2780,743,526,355,540
gene-PA2781,641,657,397,577
gene-PA2782,239,345,368,455
gene-PA2783,1036,1304,839,1303
gene-PA2784,546,602,411,563
gene-PA2785,257,341,139,243
gene-PA2786,509,609,319,496
gene-PA2787,676,963,884,1400
gene-PA2788,1630,1989,5073,5907
gene-PA2789,978,1027,906,1281
gene-PA2790,857,494,372,526
gene-PA2791,597,380,250,304
gene-PA2792,1351,1238,660,797
gene-PA2793,3244,3040,1812,2022
gene-PA2795,3211,3909,3621,4308
gene-PA2796,5147,6296,6189,7428
gene-PA2797,2684,2961,2133,2699
gene-PA2798,7880,7510,6762,7569
gene-PA2799,579,678,663,687
gene-PA2800,13177,14221,11416,13036
gene-PA2801,931,874,862,912
gene-PA2802,1577,1565,1581,1895
gene-PA2803,434,541,333,538
gene-PA2804,329,522,380,525
gene-PA2805,729,513,1035,1002
gene-PA2806,2620,2588,2380,2922
gene-PA2807,326,423,220,451
gene-PA2808,212,295,154,253
gene-PA2809,650,817,564,817
gene-PA2810,755,1085,833,1378
gene-PA2811,1592,1349,1483,1645
gene-PA2812,2652,2954,2676,3122
gene-PA2813,1296,1560,1022,1393
gene-PA2814,641,767,550,789
gene-PA2815,4330,4726,4992,6196
gene-PA2816,402,563,525,669
gene-PA2817,2148,2385,1845,1984
gene-PA2818,2289,2428,2192,3041
gene-PA2819.1,316,216,215,244
gene-PA2819.2,2522,2168,3423,3156
gene-PA2819.3,2470,2115,3345,3102
gene-PA2820,1930,2310,2316,2653
gene-PA2821,1594,1823,1798,2402
gene-PA2822,1089,1248,1232,1475
gene-PA2823,1196,1265,1603,1852
gene-PA2824,2575,2826,2462,3247
gene-PA2825,885,942,931,998
gene-PA2826,915,784,797,876
gene-PA2827,1026,967,1459,1694
gene-PA2828,7652,8437,6801,7839
gene-PA2829,941,1016,734,1038
gene-PA2830,3016,3224,6185,6929
gene-PA2831,1911,2030,1761,1996
gene-PA2832,827,958,756,929
gene-PA2833,264,241,216,343
gene-PA2834,1339,1553,1146,1492
gene-PA2835,1192,1424,1128,1652
gene-PA2836,582,645,687,1239
gene-PA2837,496,715,644,1169
gene-PA2838,469,613,458,745
gene-PA2839,541,663,800,1187
gene-PA2840,37386,31966,61119,70707
gene-PA2841,709,809,742,1016
gene-PA2842,797,769,832,1244
gene-PA2843,4393,4954,4374,5731
gene-PA2844,388,545,794,1363
gene-PA2845,197,216,109,235
gene-PA2846,957,1309,1002,1320
gene-PA2847,466,429,437,688
gene-PA2848,705,894,744,1086
gene-PA2849,1332,1300,909,1152
gene-PA2850,1154,1323,1138,1402
gene-PA2851,38284,41181,40804,46250
gene-PA2852,1075,1169,927,1395
gene-PA2852.1,159,106,47,70
gene-PA2853,47843,37175,59914,63611
gene-PA2854,5922,6298,7791,8589
gene-PA2855,662,631,798,942
gene-PA2856,1194,1198,1092,1207
gene-PA2857,853,1084,1148,1451
gene-PA2858,1476,1691,1986,2986
gene-PA2859,931,1038,1000,1222
gene-PA2860,1847,1854,1600,1913
gene-PA2861,443,458,459,764
gene-PA2862,909,810,484,649
gene-PA2863,442,713,403,692
gene-PA2864,1148,1116,1022,1417
gene-PA2865,2750,2966,2863,3709
gene-PA2866,1347,1445,2041,2780
gene-PA2867,4108,4888,8007,10252
gene-PA2868,746,914,953,1057
gene-PA2869,675,888,841,1202
gene-PA2870,1410,1911,1648,2317
gene-PA2871,748,802,969,1268
gene-PA2872,242,344,436,771
gene-PA2873,1000,1287,1409,2204
gene-PA2874,286,298,446,747
gene-PA2875,956,985,1024,1320
gene-PA2876,1243,1270,1545,1748
gene-PA2877,1016,1197,1057,1499
gene-PA2878,484,604,479,680
gene-PA2879,514,634,841,1260
gene-PA2880,515,444,352,484
gene-PA2881,447,493,357,649
gene-PA2882,656,893,597,890
gene-PA2883,446,405,464,539
gene-PA2884,2610,2446,2425,2879
gene-PA2885,1102,1292,1280,1480
gene-PA2886,746,1221,966,1525
gene-PA2887,607,904,617,916
gene-PA2888,952,1302,966,1573
gene-PA2889,957,883,530,898
gene-PA2890,212,205,235,474
gene-PA2891,722,962,974,1589
gene-PA2892,358,456,346,646
gene-PA2893,1292,1635,1137,1865
gene-PA2894,591,647,811,1148
gene-PA2895,360,373,416,603
gene-PA2896,1426,1566,1581,1798
gene-PA2897,4934,5882,8040,9393
gene-PA2898,225,356,312,585
gene-PA2899,950,1156,935,1150
gene-PA2900,3442,3681,3997,4342
gene-PA2901,2169,2577,2696,2897
gene-PA2902,2187,2657,3085,3501
gene-PA2903,1250,1315,2204,3119
gene-PA2904,1577,1713,2107,2657
gene-PA2905,821,701,1172,1593
gene-PA2906,1767,1597,2324,2913
gene-PA2907,662,745,1462,2072
gene-PA2908,838,1127,1535,2119
gene-PA2909,92,121,279,468
gene-PA2910,533,603,501,660
gene-PA2911,22092,21700,14342,16500
gene-PA2912,2642,2465,2544,3482
gene-PA2913,2252,2439,2138,2695
gene-PA2914,1047,1079,1648,2049
gene-PA2915,1208,1502,1626,2020
gene-PA2916,253,328,223,442
gene-PA2917,742,940,846,1217
gene-PA2918,699,780,605,951
gene-PA2919,123,187,167,307
gene-PA2920,779,1061,1223,1953
gene-PA2921,644,845,716,1262
gene-PA2922,510,597,609,1012
gene-PA2923,555,654,416,850
gene-PA2924,458,538,329,571
gene-PA2925,654,722,392,636
gene-PA2926,613,752,409,640
gene-PA2927,674,942,935,1378
gene-PA2928,449,520,755,1153
gene-PA2929,530,587,415,606
gene-PA2930,702,936,1687,2368
gene-PA2931,326,379,629,957
gene-PA2932,757,810,1845,2182
gene-PA2933,373,397,965,1199
gene-PA2934,748,926,946,1015
gene-PA2935,513,360,208,297
gene-PA2936,237,238,340,572
gene-PA2937,256,325,322,483
gene-PA2938,889,1114,700,1208
gene-PA2939,1177,1326,688,1173
gene-PA2940,558,656,647,1098
gene-PA2941,268,283,454,639
gene-PA2942,1227,1355,1718,2221
gene-PA2942.1,858,996,721,1040
gene-PA2943,1841,2169,2472,3423
gene-PA2944,6825,7990,8095,9616
gene-PA2945,5043,4913,4737,5583
gene-PA2946,4606,4636,3638,4689
gene-PA2947,802,871,1291,1531
gene-PA2948,1818,2004,1592,1965
gene-PA2949,1273,1547,1273,1591
gene-PA2950,12605,12485,16711,18152
gene-PA2951,19737,21341,29306,31818
gene-PA2952,16086,17442,22986,24739
gene-PA2953,9482,10361,12386,14400
gene-PA2954,807,1062,899,1226
gene-PA2955,915,935,1147,1378
gene-PA2956,1859,2009,1597,1872
gene-PA2957,2965,2989,2331,2565
gene-PA2958,1428,1614,1652,2080
gene-PA2958.1,397,313,283,317
gene-PA2959,2375,2605,3144,3709
gene-PA2960,3587,3510,3670,3880
gene-PA2961,2912,2822,3753,4266
gene-PA2962,1964,2078,3248,4051
gene-PA2963,5207,5332,5850,6981
gene-PA2964,2131,2224,4038,4846
gene-PA2965,22828,22469,27974,31549
gene-PA2966,20385,16445,20995,21696
gene-PA2967,19625,18744,29098,31238
gene-PA2968,6407,5717,10063,10339
gene-PA2969,9791,9580,11320,12403
gene-PA2970,24490,25383,23947,27051
gene-PA2971,24376,24392,22782,25634
gene-PA2972,1030,982,820,984
gene-PA2973,5377,4689,5687,6155
gene-PA2974,2256,2105,2381,2872
gene-PA2975,3824,3669,4446,5042
gene-PA2976,64007,57004,98914,106608
gene-PA2977,2054,2090,2028,2383
gene-PA2978,2232,2306,2787,2919
gene-PA2979,3787,4230,5922,6352
