"gene_id","ST29_biol_rep_1","ST29_biol_rep_2","ST29_biol_rep_3","ST61_biol_rep_1","ST61_biol_rep_2","ST61_biol_rep_3","ST40_biol_rep_1","ST40_biol_rep_2","ST40_biol_rep_3","ST41_biol_rep_1","ST41_biol_rep_2","ST41_biol_rep_3"
"gene-gmk",8378,5982,8795,1308,1553,1302,7525,5308,7723,7333,7712,10418
"gene-SA1053",3759,2185,3495,622,690,602,3091,2768,3130,2991,3218,3756
"gene-SA1054",1665,1950,1502,483,582,495,2266,2323,2116,1545,1734,2143
"gene-priA",4021,4515,3934,1011,1160,978,5028,6431,5095,3416,3644,4921
"gene-SA1056",175,193,160,41,40,32,285,209,251,253,204,226
"gene-SA1057",2445,1110,1538,408,381,427,1507,2333,1525,1065,1448,1396
"gene-SA1058",4239,1068,981,512,589,597,1252,1119,1248,1245,1255,1549
"gene-SA1059",7702,2109,2079,1174,1306,1165,2732,2768,2697,2506,2686,3353
"gene-SA1060",7996,3924,3661,1726,1932,1628,5738,5452,5791,4802,4953,6241
"gene-SA1061",5816,3783,3763,1710,2051,1599,5702,5716,5570,4857,4783,6152
"gene-SA1062",2049,2010,1935,794,952,783,3302,3189,3375,2579,2729,3389
"gene-SA1063",6819,8224,7603,3212,3694,3040,13653,15128,13539,9161,9460,13179
"gene-SA1064",4800,2067,2227,380,402,378,2191,2181,2189,1708,1645,2352
"gene-cfxE",3103,1424,1635,369,355,378,1845,1916,1764,1222,1344,1808
"gene-SA1066",2628,1790,1858,407,455,387,2331,2306,2281,1553,1658,1833
"gene-rpmB",49370,51159,60439,14740,16217,15992,134233,158053,108335,75657,126291,88045
"gene-SA1068",4419,1302,1043,298,384,323,1558,1118,1731,1403,1396,1647
"gene-SA1069",19495,6072,4895,1998,2336,1753,8767,7328,8972,6353,7073,8102
"gene-recG",2993,3017,2643,561,590,484,2829,3182,2974,1989,2042,2774
"gene-SA1071",2763,955,740,366,422,351,1416,1515,1508,872,953,1131
"gene-plsX",4120,1583,1130,663,717,645,2583,2894,2672,1452,1685,2215
"gene-fabD",3446,1714,1277,840,856,863,3509,3430,3324,1640,1904,2692
"gene-fabG",3161,1766,1416,742,801,835,3615,3899,3680,1602,1961,2735
"gene-hmrB",3272,2277,3045,1081,1241,1212,6130,4667,5939,5214,7336,6845
"gene-rnc",1686,1250,1282,160,230,198,1343,1272,1267,932,850,1252
"gene-smc",8017,5699,5290,1317,1509,1297,7352,8015,7153,4556,4039,6485
"gene-SA1078",3100,2300,2180,486,594,492,3279,4022,3309,1661,1716,2814
"gene-SA1079",707,700,578,112,107,110,883,972,891,628,542,902
"gene-ffh",10189,5281,5024,1643,1904,1594,7283,8812,7380,5397,5801,7321
"gene-rpsP",3364,2554,2256,1533,1726,1587,4909,3333,4539,3736,5261,4873
"gene-rimM",658,368,287,147,169,122,573,412,605,431,478,635
"gene-trmD",1240,675,416,352,385,303,1122,855,1033,671,805,950
"gene-rplS",30691,9460,7047,15737,18827,18373,16896,17239,16948,12565,18426,17458
"gene-SA1085",1522,748,942,218,245,203,866,881,865,837,845,805
"gene-SA1086",3178,1335,1164,376,435,363,1291,994,1338,1055,1147,1471
"gene-rnhB",2591,1462,1230,313,398,369,1412,1319,1416,1151,1259,1614
"gene-sucC",6419,3277,2765,1083,1168,1088,3938,3517,3883,2633,3271,4311
"gene-sucD",4966,3082,2717,1477,1638,1564,4543,3974,4246,3000,3689,4776
"gene-lytN",1564,3323,5127,290,294,337,3577,3156,3643,1981,2028,3409
"gene-fmhC(eprh)",1544,3743,4817,240,252,277,4102,3723,4400,2134,2265,2789
"gene-SA1092",195,530,757,53,71,53,395,298,353,329,319,404
"gene-SA1093",11797,5330,5887,2051,2352,1998,5479,3940,5212,5128,5825,6767
"gene-gid",3680,3951,3808,1502,1735,1401,4394,3568,4311,3721,4156,4480
"gene-xerC",2979,2049,2373,465,557,398,1713,1495,1756,1737,1648,2116
"gene-clpQ",2036,1533,1720,508,545,515,1483,1364,1356,1188,1341,1951
"gene-clpY",7083,5948,6603,1649,1766,1502,5838,6006,5715,4508,4901,7158
"gene-codY",4736,4438,4713,986,1082,903,4539,4716,4789,3337,3827,4782
"gene-rpsB",46360,6978,5415,8221,9776,8529,16716,16009,16771,12400,15843,14845
"gene-SA1100",46371,11244,10751,7635,8698,7856,21502,20393,21196,12997,16378,19821
"gene-smbA",8516,2424,2345,1009,1317,1066,5082,3818,5048,3134,3430,4392
"gene-frr",8262,2740,2521,1183,1437,1039,5178,4622,5243,3130,3438,4063
"gene-uppS",5603,3244,3087,1105,1329,1111,5535,4819,5586,4675,4748,5415
"gene-cdsA",5222,3424,3311,1221,1412,1277,6755,6378,7024,4946,5380,6276
"gene-SA1105",6200,3821,3598,1373,1640,1368,6545,5474,6369,5331,6062,7446
"gene-proS",9952,7961,7143,3314,3670,3196,13842,11228,13496,10841,12772,15829
"gene-polC",6246,8541,6816,2924,3103,2551,10995,10678,10687,9114,10131,12058
"gene-SA1108",8417,4203,3954,643,757,554,3275,4076,3520,2442,2574,3493
"gene-nusA",29986,11682,11781,1767,2126,1553,8888,12560,9132,6160,6809,8286
"gene-SA1110",4975,2107,1908,286,291,254,1497,2110,1515,1087,1206,1588
"gene-SA1111",5888,3076,2678,341,367,294,2043,2549,2019,1511,1542,2213
"gene-infB",55322,27436,24245,4755,5365,4557,22799,26141,22332,15529,17338,22328
"gene-rbfA",3521,2759,1959,629,644,642,2933,2773,3205,2403,2477,2562
"gene-truB",949,662,473,271,255,240,923,677,865,837,728,968
"gene-ribC",1897,1609,1431,570,533,481,2080,1866,2106,1643,1696,2009
"gene-rpsO",29254,4517,4465,4306,5048,4556,7278,5637,7633,6192,8951,8313
"gene-pnpA",39826,16649,19275,5902,7429,5929,27164,26293,26585,19138,22765,28094
"gene-SA1118",29151,15605,15500,3170,3533,3125,17596,19585,18272,14534,15142,21259
"gene-spoIIIE",11365,10978,7683,2546,2842,2365,13036,12817,13039,9839,10649,13369
"gene-SA1120",1652,1831,1507,359,428,336,2349,1891,2294,2067,2179,2415
"gene-SA1121",1512,1735,1345,294,415,235,1998,1411,2091,1993,1696,2067
"gene-SA1122",2197,1689,1458,335,503,299,2096,1785,2219,1896,1914,1991
"gene-SA1123",1351,1017,912,249,320,227,1449,1154,1474,1186,1123,1351
"gene-SA1124",2412,2164,2269,450,581,444,2733,2207,2862,2258,2364,2933
"gene-SA1125",1309,1204,1112,238,273,199,1669,1549,1679,1085,1132,1500
"gene-pgsA",1836,1849,1524,376,443,398,2761,2868,2921,1738,1724,1927
"gene-cinA",978,967,829,203,201,166,1142,1025,1212,787,793,984
"gene-recA",35508,13274,33184,3068,3691,3340,9679,7401,9942,17301,21602,25195
"gene-SA1129",42847,19555,23857,5458,6318,5723,28978,28713,28538,17087,19306,27275
"gene-SAS037",82,49,122,27,30,16,130,55,114,150,135,126
"gene-SA1130",3226,1784,2761,577,656,681,1844,1249,1871,2142,2268,2889
"gene-SA1131",5278,2539,3328,895,1016,795,3972,3470,3693,3567,3565,4625
"gene-SA1132",2114,1728,2173,489,578,487,2945,2772,3066,2319,2550,2757
"gene-SA1133",179,223,233,45,47,42,268,186,278,220,211,241
"gene-SA1134",6106,5625,4803,1442,1517,1559,7420,5816,7717,5860,5838,8166
"gene-SA1135",1559,1834,1353,543,578,501,2534,1924,2586,1777,1672,2188
"gene-SA1136",1529,1979,1417,603,673,569,3105,2778,3092,1897,2190,2289
"gene-mutS",3432,3153,1788,772,771,685,4597,3667,4475,3116,2982,3700
"gene-mutL",1915,3043,1598,709,759,561,4738,4256,4879,2928,2785,3567
"gene-glpP",479,812,458,225,211,175,1477,1323,1454,848,804,876
"gene-SAS038",0,0,0,0,0,0,0,0,1,1,0,0
"gene-glpF",506,266,221,38,73,53,272,177,264,289,311,351
"gene-glpK",1105,451,369,85,94,69,361,330,338,352,393,494
"gene-glpD",695,835,1034,158,131,169,802,570,847,703,831,872
"gene-SA1143",1541,962,1286,159,110,144,1226,897,1278,760,693,954
"gene-miaA",26606,30616,39321,5571,6048,6870,37820,33498,38487,31917,39085,54239
"gene-SA1145",31411,30304,37836,4594,5245,5177,34794,34418,37293,26318,42031,48911
"gene-bsaA",933,568,1060,277,233,271,1016,836,1051,765,855,1096
"gene-SA1147",11151,3661,3139,1068,1495,1149,4945,6230,5137,4750,5026,5776
"gene-SA1148",7603,2884,2400,1358,1795,1366,4693,5617,4472,4404,4612,5748
"gene-glnR",3301,2025,3053,687,801,724,3103,2414,3380,2412,2903,3161
"gene-glnA",37639,23446,32727,6062,6340,6512,32900,27138,32270,20372,24395,31088
"gene-SA1151",264,359,415,21,19,10,399,308,438,227,179,185
"gene-SA1152",127,286,341,7,16,24,408,316,374,168,167,178
"gene-SA1153",50,131,118,2,7,4,178,108,162,102,72,63
"gene-SAS039",496,287,355,32,36,47,359,442,397,341,241,115
"gene-SA1154",2690,5891,5741,945,1010,1202,7197,5856,7079,3953,4499,6619
"gene-SAS040",100,61,50,2,5,1,85,61,65,66,34,16
"gene-SA1155",3682,2621,3173,447,548,470,3008,2947,3091,2413,2501,2925
"gene-SA1156",91,72,49,10,5,10,44,47,59,28,30,45
"gene-SA1157",48,54,38,15,8,13,82,90,95,74,62,48
"gene-SA1158",472,401,284,77,74,75,438,515,467,296,230,295
"gene-SA1159",538,498,438,93,95,95,510,578,493,413,372,478
"gene-SAS041",328,153,56,12,22,13,183,297,220,84,26,34
"gene-nuc",1586,219,169,94,112,93,478,377,552,445,334,418
"gene-SA1161",3115,3233,3945,636,608,569,3062,3628,3566,2768,2774,3168
"gene-SA1162",2254,1687,2005,224,291,247,2033,2031,2180,1406,1460,1878
"gene-SA1163",649,1907,2473,450,496,459,3817,1989,4089,2783,3145,3194
"gene-dhoM",5507,10445,10177,2256,2509,2266,15717,10563,15604,12116,12030,15101
"gene-thrC",6816,10029,9631,2874,3111,3103,17361,12380,17278,11724,12556,15893
"gene-thrB",5911,8767,8101,2739,2920,2709,15145,10233,14538,10687,11118,14560
"gene-SA1167",8718,9149,8379,2487,2725,2565,15450,11058,16080,11653,11937,14959
"gene-SA1168",2474,1642,1521,392,349,428,1519,1518,1693,963,960,1203
"gene-SA1169",3532,13287,10850,4607,4575,4365,22129,10759,22787,17700,18912,20895
"gene-katA",13865,16038,4945,2532,2603,2443,17647,20912,17282,8548,9205,11583
"gene-rpmG",11089,12571,9025,1879,3480,3151,19444,14512,19252,13425,14654,12371
"gene-rpsN",14554,8510,6515,522,2096,2236,12901,4948,13293,8297,8157,5591
"gene-SA1172",1042,647,560,153,290,214,924,685,982,452,613,599
"gene-SA1173",1752,1477,1489,402,475,466,2041,1676,2188,1437,1576,1818
"gene-lexA",16722,11659,14470,2235,3153,2299,11660,12384,11660,8528,9644,11276
"gene-SA1175",68,169,425,190,266,199,203,120,187,374,429,350
"gene-SA1176",395,543,890,97,113,87,527,375,562,707,621,871
"gene-tkt",44246,29845,41346,12294,12669,13169,50754,49320,51116,35183,41126,52163
"gene-SA1178",6312,2035,2530,1194,1403,1363,3934,3475,4011,3760,3971,4670
"gene-SA1179",2484,782,770,399,420,372,1183,990,1239,858,975,711
"gene-SA1180",1542,626,824,154,158,119,736,768,776,630,575,844
"gene-SA1181",3312,2621,3282,411,554,424,3189,3700,3321,2360,2220,2965
"gene-mscL",1253,5813,2442,1420,1425,1302,5025,2709,5292,7366,6576,8299
"gene-opuD",4890,2432,1983,1676,2090,1634,3965,3509,4177,3547,4062,3928
"gene-citB",7759,9462,4678,1575,1546,1545,6275,6470,6339,4450,5268,7235
"gene-SA1185",2306,1402,1537,272,344,300,1600,1651,1761,1388,1492,1938
"gene-SA1186",772,911,977,294,286,279,1232,1016,1332,1084,1319,1482
"gene-SA1187",6268,3725,4015,980,1145,1001,6499,7540,6913,3756,5260,4487
"gene-parE",7682,4375,4932,1965,2505,2058,5928,5396,5828,4363,4886,6447
"gene-parC",6901,8225,9478,3000,3412,2768,11043,10462,11540,7677,8080,9863
"gene-alsT",8728,3082,3643,1115,1321,1065,5751,3544,5862,4686,5804,5398
"gene-glcT",1316,1607,1403,163,168,188,1606,1372,1848,1290,1243,1393
"gene-SAS043",115,262,181,24,14,17,254,181,289,181,149,134
"gene-SA1192",4654,4390,3729,868,921,818,5620,4771,5733,4407,4740,5356
"gene-fmtC",4737,6964,5783,2071,2178,2309,11409,9212,11938,7848,9023,9627
"gene-msrA",700,783,712,280,296,294,1056,906,1059,705,765,1052
"gene-msrR",3029,879,914,721,788,742,2058,1682,2166,1144,1452,1735
"gene-SAS044",3687,2964,4013,517,498,658,3570,3294,3436,1978,2454,3062
"gene-SA1196",190,202,786,334,390,315,276,238,324,517,429,661
"gene-tyrA",866,1935,2117,465,479,441,2067,1167,2147,2254,2477,2598
"gene-SA1198",2061,923,1651,406,544,468,1113,1140,1136,1063,1054,1409
"gene-SA1199",72,3208,7022,75,107,57,469,404,504,506,440,482
"gene-trpG",56,1849,4240,22,39,22,166,504,144,160,151,176
"gene-trpD",130,3355,7380,50,61,40,260,1189,260,267,253,301
"gene-trpC",97,3108,5940,39,50,32,252,1351,268,303,235,299
"gene-trpF",74,2317,3769,28,30,19,163,1034,184,173,150,213
"gene-trpB",155,4186,6754,90,94,80,421,2846,425,412,388,469
"gene-trpA",190,2884,3915,133,110,115,417,2158,397,272,349,358
"gene-femA",2876,2298,1445,648,650,495,3872,3854,4300,2185,2191,2714
"gene-femB",2510,2579,1502,816,860,666,4589,5018,4672,2634,2598,3244
"gene-SA1208",66,83,32,8,5,12,200,160,296,53,46,4
"gene-SA1209",1323,874,980,338,351,327,2019,1422,2112,1053,1159,1356
"gene-SA1210",1419,927,812,133,138,143,737,1091,838,648,634,919
"gene-opp-2F",246,251,223,85,93,86,323,290,313,210,247,255
"gene-opp-2D",53,74,53,18,24,17,86,74,85,72,54,74
"gene-opp-2C",86,82,41,27,24,23,89,137,104,105,72,86
"gene-opp-2B",114,76,59,21,21,20,76,102,88,73,60,94
"gene-SA1215",208,169,203,39,38,50,254,217,251,222,267,179
"gene-SA1216",1484,1616,2276,421,445,424,2138,1788,2171,1826,1957,2473
"gene-SA1217",128,88,94,26,38,45,132,95,134,123,128,181
"gene-pstB",64,35,38,23,28,22,66,58,61,71,76,70
"gene-SA1219",46,28,26,23,27,30,54,45,51,80,56,78
"gene-SA1220",49,16,17,28,21,10,38,29,34,58,61,54
"gene-SA1221",139,15,48,12,22,13,47,41,59,116,68,117
"gene-truncated-SA-3",3,3,5,2,2,2,8,4,4,13,7,8
"gene-SA1223",16174,5702,6357,1537,1817,1531,6202,7719,6258,5796,5932,7082
"gene-SA1224",13494,4789,5090,3008,3214,2969,10241,7755,10828,7465,7731,10122
"gene-lysC",10889,15266,13672,8045,7540,8136,23823,19273,23353,23794,27234,33739
"gene-asd",11561,15494,14602,7387,7031,7435,24732,18708,24896,23206,24474,34042
"gene-dapA",11234,16136,13533,7715,7106,7520,25310,18427,24369,22293,24241,32177
"gene-dapB",9494,13690,10900,6191,6115,6347,21782,16096,20214,18000,20560,26854
"gene-dapD",10523,13714,11279,6706,6378,7192,23849,18669,23038,19544,23154,26658
"gene-SA1230",7638,8604,7303,4159,4418,4244,15131,9544,14885,15780,15636,18041
"gene-SA1231",7723,8324,6698,4408,4692,4168,14486,9423,13858,15626,15669,18023
"gene-lysA",8823,11700,8851,5237,5591,5126,19796,12879,19283,22214,23108,28504
"gene-SA1233",54,90,38,8,12,4,95,95,106,59,33,19
"gene-cspA",2951,2578,3397,1469,1585,1332,4784,4233,5256,5551,5370,7091
"gene-SA1235",244,517,360,32,36,39,310,347,306,269,242,274
"gene-SA1236",364,368,334,62,59,71,279,250,262,267,279,413
"gene-SA1237",1167,1458,1137,219,207,170,946,861,991,1051,991,1252
"gene-SA1238",2641,2782,2143,587,564,496,2023,2332,2020,1781,2090,2522
"gene-braB",1005,765,475,230,307,221,735,769,816,967,911,793
"gene-SA1240",2662,2002,1297,457,447,383,2225,2254,2170,1780,1946,2174
"gene-SA1241",1168,1117,886,202,241,208,1173,1122,1271,1073,961,1277
"gene-SA1242",2140,1367,1468,253,254,255,1637,1624,1599,1399,1360,1826
"gene-SA1243",7612,3906,4705,943,1020,1105,4503,4929,4590,3612,3906,5027
"gene-odhB",5340,3581,2681,698,690,719,4347,4637,4492,2410,2544,3919
"gene-odhA",11076,5963,4746,1298,1366,1384,7120,7341,7084,3669,4035,6350
"gene-arlS",2231,1550,1494,499,484,424,2900,2268,2870,1605,1689,2243
"gene-truncated-arlR",1917,870,925,318,302,334,1450,1103,1359,902,975,1481
"gene-SA1249",25,39,25,1,2,2,52,34,42,28,17,21
"gene-SA1250",1178,692,964,216,202,212,1149,789,1177,864,919,1224
"gene-murG",1689,897,1305,231,229,256,1176,841,1186,1113,1023,1448
"gene-SA1252",418,249,340,76,70,67,245,191,257,269,257,359
"gene-ctpA",4311,4954,4844,1031,1163,977,5770,4378,5842,5463,5515,6678
"gene-SA1254",1224,1278,1162,331,339,356,1971,1732,1807,1229,1394,1629
"gene-SA1255",2883,2662,2482,687,677,692,4031,3634,4060,2245,2892,3516
"gene-SA1256",1537,1852,1773,410,398,441,2581,2272,2781,1639,1942,2672
"gene-SA1257",2159,2099,2157,687,640,721,3277,2813,3168,2215,2345,3317
"gene-SA1258",2890,2970,2801,694,643,649,4857,3960,5068,2917,3266,3964
"gene-dfrA",1563,1257,1287,354,331,344,2050,1596,1929,1317,1339,2006
"gene-thyA",1878,2093,2037,589,570,532,3412,2615,3377,2217,2148,2829
"gene-SA1261",1361,1125,1040,275,345,267,1685,1382,1610,1097,1139,1435
"gene-SA1262",4616,3515,3444,685,782,724,4313,3377,4336,3116,3238,4233
"gene-SA1263",794,615,718,91,120,107,814,631,806,586,713,933
"gene-SA1264",474,468,479,58,63,57,480,363,508,433,437,661
"gene-SA1265",276,157,146,109,126,139,261,138,294,265,265,217
"gene-SA1266",23,18,35,8,9,9,35,32,42,38,25,39
"gene-ebhA",451860,1422475,653133,418475,458010,486927,1491140,1256515,1368287,1207513,1385853,1633035
"gene-ebhB",399032,674257,489970,219743,236731,256285,813262,637064,761388,644089,702544,862907
"gene-SA1269",283,182,183,90,129,117,246,167,277,267,287,268
"gene-SA1270",199,188,157,87,87,84,230,181,237,281,248,253
"gene-SA1271",63,51,75,23,23,28,59,61,78,87,81,103
"gene-SA1272",39,33,45,5,17,14,37,45,32,61,56,70
"gene-SA1273",903,568,737,154,194,116,823,1062,804,509,486,626
"gene-SA1274",3366,1943,2120,441,474,342,2173,2807,2174,1591,1671,1906
"gene-SA1275",717,141,199,572,626,700,140,133,152,140,202,155
"gene-SA1276",1553,501,451,116,149,94,595,628,651,424,483,558
"gene-SA1277",4353,1297,972,584,816,602,1881,1692,1814,1211,1494,1573
"gene-SA1278",24887,25010,36341,11808,12398,13666,35805,36290,32185,31446,29271,36977
"gene-SA1279",5957,3633,3258,811,1004,742,3990,3847,4211,4218,4556,5352
"gene-SA1280",3208,1631,1810,713,716,640,1670,1918,1800,1459,1666,2106
"gene-SA1281",1916,1027,1086,393,369,343,1015,1156,1112,786,898,1089
"gene-recU",12504,4849,3772,3505,3861,3865,6351,7624,6767,5223,7045,6450
"gene-pbp2",44295,30174,23557,23596,24429,24179,43413,45664,42728,35254,45940,46784
"gene-SA1284",783,926,529,126,109,105,975,1320,1057,657,590,694
"gene-nth",1452,1320,801,298,308,253,1489,1927,1595,879,996,1223
"gene-SA1286",998,1117,643,256,237,229,1299,1291,1355,898,847,1158
"gene-asnS",5370,3544,2685,1560,1327,1482,7453,6058,7316,4173,5031,6519
"gene-dinG",4474,3941,2256,926,1020,843,6343,7289,6373,3111,3162,3706
"gene-SA1289",1720,1537,1088,270,268,220,1739,2161,1812,1128,1136,1522
"gene-SA1290",2273,1821,1167,310,363,277,2150,2578,2009,1353,1244,1763
"gene-SA1291",3445,2025,1535,318,371,299,2074,2524,2097,1446,1356,2014
"gene-SA1292",1093,534,487,74,86,64,521,548,506,421,324,573
"gene-SA1293",22628,18378,16679,7063,7461,7567,21704,20238,21346,16927,20926,26029
"gene-SA1294",1673,2530,1641,502,578,515,3614,3209,3791,2789,2883,2951
"gene-SA1295",1978,2548,1910,715,768,741,4233,3851,4028,2883,3332,3611
"gene-SA1296",7127,9688,7771,1967,2160,1899,15233,12530,14995,10638,10582,14632
"gene-aroA",6462,8104,7242,2406,2439,2394,14120,11332,13706,9484,9808,13846
"gene-aroB",4509,5420,4892,1296,1445,1323,8915,6468,8598,5930,6401,8223
"gene-aroC",4747,5159,5196,1284,1305,1333,8747,6262,8469,5866,6290,8906
"gene-SA1300",9,11,3,1,0,1,14,18,27,13,9,5
"gene-SAS045",12,9,3,0,2,3,20,12,13,9,5,8
"gene-ndk",1817,1394,1253,318,410,322,2136,2333,2238,1374,1604,1975
"gene-gerCC",6575,3295,3098,962,1165,919,4776,4794,4678,3287,3434,4672
"gene-gerCB",5249,2709,2627,484,584,437,2973,2962,2964,2223,2131,3208
"gene-SA1304",2415,1144,1191,172,208,158,1325,1303,1414,959,917,1073
"gene-hu",35463,23188,20692,10703,12524,10947,55463,47354,54803,30091,49793,42036
"gene-gpsA",11881,6802,6217,1632,2158,1571,9288,9138,9215,7694,7971,9852
"gene-SA1307",19034,8838,8374,2300,2725,2256,10741,11336,11034,9704,9542,12593
"gene-SA1308",33031,32178,31617,8528,8043,8393,41948,34272,42952,26984,29935,41415
"gene-SAS046",4,3,1,1,0,1,5,7,7,2,3,1
"gene-cmk",1530,1038,1383,401,445,382,1221,1167,1226,962,1168,1359
"gene-ansA",375,309,288,165,129,139,628,437,656,374,524,473
"gene-SA1311",5317,2155,2840,1363,1592,1560,2808,2761,2745,2292,2701,3779
"gene-ebpS",18477,9082,9956,3412,2741,3166,14237,13693,14251,9453,10331,14980
"gene-SA1313",2682,1587,2029,494,514,424,1816,2387,1882,1685,1705,2239
"gene-SA1314",1820,1227,1342,207,215,189,1130,1444,1193,1014,999,1071
"gene-fer",1657,396,421,330,389,322,650,768,684,726,817,622
"gene-SA1316",3103,627,612,186,192,193,1042,1079,1127,566,793,730
"gene-SA1317",332,277,226,44,58,41,239,339,285,275,251,254
"gene-SA1318",294,263,224,29,44,40,258,274,238,227,203,203
"gene-SA1319",462,316,293,43,59,48,299,288,322,301,232,346
"gene-SA1320",897,530,565,88,88,79,541,479,567,466,405,499
"gene-SA1321",27,58,20,10,6,7,42,28,32,47,29,36
"gene-srrB",9828,7451,5029,1401,1464,1284,5485,5044,5557,5048,5124,6813
"gene-srrA",15220,6400,5514,1320,1362,1322,5575,6058,5776,4026,4598,5613
"gene-rluB",5361,1780,1641,284,343,253,1806,2085,1872,1388,1436,1994
"gene-SA1325",3253,883,912,181,238,166,976,1147,971,736,741,1075
"gene-SA1326",3880,1339,1456,244,322,238,1487,1505,1699,1358,1389,1707
"gene-SA1327",91,73,89,28,28,19,139,92,128,85,78,101
"gene-xerD",9403,2917,2507,811,1158,842,3185,2428,3072,2513,2448,2884
"gene-SA1329",9262,2843,2166,828,1087,782,3584,2885,3617,2509,3223,3460
"gene-SA1330",818,579,517,80,108,96,653,653,664,396,429,549
"gene-SA1331",2091,1133,1108,432,447,400,2212,1933,2444,1482,1623,1972
"gene-SA1332",68,166,111,33,39,28,185,132,179,139,143,206
"gene-SA1333",397,468,454,106,100,112,559,440,587,427,420,614
"gene-SA1334",4111,2599,3300,534,592,590,2816,2406,2784,2184,2581,2954
"gene-SA1335",2392,1180,1388,359,352,381,1310,862,1366,1389,1383,1568
"gene-SA1336",13693,12330,10238,2764,2821,2736,15676,14457,16166,10510,11414,14862
"gene-SA1337",12365,5764,9042,1217,1309,1493,6961,5577,7640,5271,6179,7547
"gene-malA",311,329,245,70,88,59,305,314,328,273,280,389
"gene-malR",124,159,121,27,64,25,165,117,203,151,142,150
"gene-SA1340",680,1102,1077,374,412,323,1409,1111,1477,1834,2129,1866
"gene-SA1341",865,427,470,113,121,123,842,726,848,718,783,790
"gene-gnd",30689,15860,20806,3835,3922,4015,27392,27435,28228,17839,20985,28910
"gene-SA1343",1820,1948,1656,356,381,402,2138,2341,2267,1127,1152,1833
"gene-SA1344",2448,1781,2086,437,455,426,2564,2398,2787,1723,2039,1902
"gene-SA1345",1922,783,1219,274,335,293,1300,1149,1320,864,1080,1318
"gene-bmfBB",12786,6331,7136,1339,1361,1183,6095,7617,6066,4050,4278,6160
"gene-bfmBAB",7874,3640,4227,877,943,796,3973,4829,4101,2598,2857,4160
"gene-bfmBAA",6965,3061,3563,946,888,883,3381,3987,3395,2129,2396,3518
"gene-SA1349",7035,4270,4752,1137,1052,1039,4707,4839,4592,2981,3030,4701
"gene-recN",6090,4264,5311,961,807,853,4153,4585,4072,3031,3083,4376
"gene-ahrC",1790,1326,1797,196,222,174,1069,1131,1193,947,808,1102
"gene-ispA",3616,2844,2705,985,1124,1001,3878,4530,3811,2579,2849,3811
"gene-SA1353",552,563,538,142,169,138,697,654,686,584,499,822
"gene-SA1354",6292,4354,4055,1069,1282,1074,5378,5249,5440,4192,4330,5020
"gene-SA1355",3152,2389,2313,579,665,501,2782,2415,2902,2379,2340,3011
"gene-SA1356",2257,1356,1344,340,400,336,1729,1536,1694,1311,1416,1476
"gene-accC",9014,3217,3384,1495,1652,1480,5280,4573,4880,3930,4585,5663
"gene-accB",3384,1123,1225,496,510,391,1585,1252,1540,1594,1657,1992
"gene-SA1359",10364,6660,8669,2107,2244,2096,11042,9375,11350,9016,11681,12201
"gene-SA1360",3336,2546,2971,543,583,550,3740,3350,3707,2430,2834,3545
"gene-SA1361",1615,901,1288,149,142,165,966,791,1018,888,873,1026
"gene-SA1362",305,166,224,35,25,34,232,270,208,127,170,102
"gene-SA1363",3324,1899,1901,421,428,413,2523,2619,2484,1484,1744,2074
"gene-SA1364",3084,2609,3114,502,469,483,4565,6333,4871,1809,2325,3052
"gene-SA1365",3315,3954,2729,570,619,585,3344,2723,3251,2214,2708,3341
"gene-SA1366",2792,2834,2082,381,457,419,2085,1856,2237,1456,1703,2116
"gene-SA1367",1480,1613,1263,162,159,145,1067,950,1098,868,969,1359
"gene-SA1368",1309,1923,2437,214,235,234,1468,1264,1610,1745,1921,2128
"gene-SA1369",167,397,651,5,4,5,34,41,42,282,255,210
"gene-SA1370",103,152,312,3,6,3,22,21,17,128,123,163
"gene-SA1371",174,395,671,6,5,4,29,39,34,256,226,297
"gene-SA1372",138,300,525,5,10,4,29,22,29,253,187,339
"gene-SA1373",716,1073,1925,18,20,20,120,99,106,712,727,911
"gene-SA1374",1432,1652,3152,35,59,35,221,213,261,1098,1129,1465
"gene-SA1375",6051,4045,3102,718,701,644,5302,5346,5121,3474,3342,5057
"gene-SA1376",2656,1890,1642,274,309,249,2369,2386,2718,1566,1435,2306
"gene-glcK",7706,4940,4090,824,865,783,6453,7013,6301,3559,3943,6040
"gene-SA1378",756,583,388,42,38,53,644,554,654,387,296,260
"gene-SA1379",8273,5535,4777,511,569,570,5845,6140,6002,3699,3362,4581
"gene-SA1380",2546,1585,1795,212,270,242,1616,1829,1682,1225,1089,1626
"gene-rpmG-2",3286,886,1392,747,735,655,2118,1710,2306,1580,1742,2157
"gene-pbp3",12674,4810,5283,1584,1567,1454,9470,8235,10042,6000,6376,8729
"gene-sodA",12373,6860,8260,4058,3670,3284,9468,10484,9628,7798,8933,10751
"gene-SA1383",2755,2080,2205,304,417,378,2930,2525,3355,2080,2309,2398
"gene-SA1384",7295,3517,3751,562,987,816,5166,4781,5507,3263,4254,4173
"gene-SA1385",9824,3693,3869,489,827,652,5071,3992,5474,3798,4123,4559
"gene-SA1386",6905,2231,2075,947,1111,884,3542,2975,3599,3267,3708,3886
"gene-SA1387",11633,2737,2518,1190,1345,1131,4021,3209,3954,4292,4359,5011
